series_id        	lfst_code	periodicity_code	series_title	absn_code	activity_code	ages_code	cert_code	class_code	duration_code	education_code	entr_code	expr_code	hheader_code	hour_code	indy_code	jdes_code	look_code	mari_code	mjhs_code	occupation_code	orig_code	pcts_code	race_code	rjnw_code	rnlf_code	rwns_code	seek_code	sexs_code	tdat_code	vets_code	wkst_code	born_code	chld_code	disa_code	seasonal	tlwk_code	footnote_codes	begin_year	begin_period	end_year	end_period
LNU02033000      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, Women	0	0	00	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033000Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, Women	0	0	00	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033001      	20	M	(Unadj) Employed - Private wage and salary workers, Other services, except private households, Women	0	0	00	00	02	000	00	0	0	00	00	8768	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033001Q     	20	Q	(Unadj) Employed - Private wage and salary workers, Other services, except private households, Women	0	0	00	00	02	000	00	0	0	00	00	8768	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033002      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, Women	0	0	00	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033002Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, Women	0	0	00	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033003      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, Women	0	0	00	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033003Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, Women	0	0	00	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033004      	20	M	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, Women	0	0	00	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033004Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, Women	0	0	00	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033005      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033005Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033006      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 16-19 yrs., Women	0	0	08	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033006Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 16-19 yrs., Women	0	0	08	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033007      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 16-19 yrs., Women	0	0	08	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033007Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 16-19 yrs., Women	0	0	08	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033008      	20	M	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033008Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033009      	20	M	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02033009Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02033010      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033010Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033012      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033012Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 16-19 yrs., Women	0	0	08	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033013      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 16-19 yrs., Women	0	0	08	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033013Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 16-19 yrs., Women	0	0	08	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033014      	20	M	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 16-19 yrs., Women	0	0	08	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033014Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 16-19 yrs., Women	0	0	08	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033015      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033015Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033016      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 16-17 yrs., Women	0	0	07	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033016Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 16-17 yrs., Women	0	0	07	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033017      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 16-17 yrs., Women	0	0	07	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033017Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 16-17 yrs., Women	0	0	07	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033018      	20	M	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033018Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033019      	20	M	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02033019Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02033020      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033020Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033022      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033022Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 16-17 yrs., Women	0	0	07	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033023      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 16-17 yrs., Women	0	0	07	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033023Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 16-17 yrs., Women	0	0	07	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033024      	20	M	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 16-17 yrs., Women	0	0	07	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033024Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 16-17 yrs., Women	0	0	07	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033025      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033025Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033026      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 18-19 yrs., Women	0	0	13	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033026Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 18-19 yrs., Women	0	0	13	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033027      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 18-19 yrs., Women	0	0	13	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033027Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 18-19 yrs., Women	0	0	13	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033028      	20	M	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033028Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033029      	20	M	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02033029Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02033030      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033030Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033032      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033032Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 18-19 yrs., Women	0	0	13	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033033      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 18-19 yrs., Women	0	0	13	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033033Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 18-19 yrs., Women	0	0	13	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033034      	20	M	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 18-19 yrs., Women	0	0	13	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033034Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 18-19 yrs., Women	0	0	13	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033035      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033035Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033036      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 20-24 yrs., Women	0	0	20	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033036Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 20-24 yrs., Women	0	0	20	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033037      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 20-24 yrs., Women	0	0	20	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033037Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 20-24 yrs., Women	0	0	20	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033038      	20	M	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033038Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033039      	20	M	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02033039Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02033040      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033040Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033042      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033042Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 20-24 yrs., Women	0	0	20	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033043      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 20-24 yrs., Women	0	0	20	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033043Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 20-24 yrs., Women	0	0	20	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033044      	20	M	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 20-24 yrs., Women	0	0	20	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033044Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Unpaid Family Workers, 20-24 yrs., Women	0	0	20	00	09	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033045      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033045Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	01	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033046      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 25-34 yrs., Women	0	0	31	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033046Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Self-employed Workers, Unincorporated, 25-34 yrs., Women	0	0	31	00	08	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033047      	20	M	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 25-34 yrs., Women	0	0	31	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033047Q     	20	Q	(Unadj) Employment Level - Agriculture and Related Industries, Unpaid Family Workers, 25-34 yrs., Women	0	0	31	00	09	000	00	0	0	00	00	0168	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033048      	20	M	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033048Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	01	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033049      	20	M	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	M01	2026	M06
LNU02033049Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Industries Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	02	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1994	Q01	2026	Q02
LNU02033050      	20	M	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	M01	2026	M06
LNU02033050Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Private Households Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	02	000	00	0	0	00	00	9290	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		2000	Q01	2026	Q02
LNU02033052      	20	M	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033052Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Government Wage and Salary Workers, 25-34 yrs., Women	0	0	31	00	03	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
LNU02033053      	20	M	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 25-34 yrs., Women	0	0	31	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	M06	2026	M06
LNU02033053Q     	20	Q	(Unadj) Employment Level - Nonagriculture, Self-employed Workers, Unincorporated, 25-34 yrs., Women	0	0	31	00	08	000	00	0	0	00	00	0368	0	00	00	00	0000	00	00	00	00	00	00	00	2	00	00	00	00	00	00	U	00		1976	Q02	2026	Q02
